player,team,x,y,shot_statsbomb_xg,shot_outcome,shot_type,shot_body_part,shot_technique,shot_first_time,shot_one_on_one,shot_open_goal,under_pressure,minute,period,match_id,dist_to_goal,shot_angle,shot_zone,is_goal,is_on_target,shot_outcome_clean
Rodrygo Silva de Goes,Brazil,101.5,30.6,0.051727816,Off T,Open Play,Right Foot,Normal,,,,,86,2,3857258,20.75,26.94,Edge of Box,0,0,Off Target
Antony Matheus dos Santos,Brazil,99.4,59.1,0.009657804,Off T,Open Play,Left Foot,Normal,,,,,87,2,3857258,28.09,42.84,Edge of Box,0,0,Off Target
Nemanja Radonjić,Serbia,93.8,21.5,0.008691933,Blocked,Open Play,Right Foot,Normal,,,,True,97,2,3857258,32.07,35.23,Long Range,0,0,Blocked
Fran Karačić,Australia,90.9,41.2,0.015131147,Blocked,Open Play,Right Foot,Volley,True,,,True,5,1,3857288,29.12,2.36,Edge of Box,0,0,Blocked
Mohamed Dräger,Tunisia,92.0,42.5,0.029703999,Off T,Open Play,Right Foot,Normal,,,,,20,1,3857288,28.11,5.1,Edge of Box,0,0,Off Target
Mitchell Thomas Duke,Australia,110.1,32.5,0.04459479,Goal,Open Play,Head,Normal,,,,,22,1,3857288,12.42,37.15,Penalty Area,1,1,Goal
Mitchell Thomas Duke,Australia,110.7,34.3,0.03948435,Blocked,Open Play,Head,Normal,,,,,26,1,3857288,10.91,31.5,Central (12m),0,0,Blocked
Jackson Irvine,Australia,114.3,48.2,0.07543106,Off T,Open Play,Right Foot,Backheel,True,,,,33,1,3857288,9.99,55.2,Central (12m),0,0,Off Target
Youssef Msakni,Tunisia,102.8,54.8,0.031703874,Blocked,Open Play,Right Foot,Normal,,,,,37,1,3857288,22.69,40.71,Edge of Box,0,0,Blocked
Mohamed Dräger,Tunisia,109.2,48.4,0.21984866,Blocked,Open Play,Right Foot,Normal,True,,,,40,1,3857288,13.68,37.87,Penalty Area,0,0,Blocked
Mitchell Thomas Duke,Australia,104.9,40.6,0.040856346,Saved,Open Play,Head,Normal,,,,True,43,1,3857288,15.11,2.28,Penalty Area,0,1,Saved
Fran Karačić,Australia,106.4,54.9,0.035070673,Blocked,Open Play,Left Foot,Half Volley,True,,,,43,1,3857288,20.17,47.61,Edge of Box,0,0,Blocked
Fran Karačić,Australia,87.2,52.2,0.0052714557,Wayward,Open Play,Right Foot,Volley,True,,,,45,1,3857288,35.0,20.4,Long Range,0,0,Off Target
Youssef Msakni,Tunisia,111.0,45.5,0.23484555,Off T,Open Play,Right Foot,Normal,True,,,,47,1,3857288,10.55,31.43,Central (12m),0,0,Off Target
Mitchell Thomas Duke,Australia,107.3,39.8,0.06400663,Wayward,Open Play,Head,Normal,,,,,56,2,3857288,12.7,0.9,Penalty Area,0,0,Off Target
Ferjani Sassi,Tunisia,91.2,52.7,0.020219443,Off T,Open Play,Right Foot,Normal,,,,,60,2,3857288,31.48,23.8,Long Range,0,0,Off Target
Youssef Msakni,Tunisia,101.8,31.8,0.058604978,Blocked,Open Play,Right Foot,Normal,True,,,,65,2,3857288,19.96,24.25,Penalty Area,0,0,Blocked
Youssef Msakni,Tunisia,108.1,25.0,0.026706748,Saved,Open Play,Left Foot,Normal,True,,,,71,2,3857288,19.15,51.57,Penalty Area,0,1,Saved
Youssef Msakni,Tunisia,95.6,42.2,0.048467197,Saved,Open Play,Right Foot,Normal,,,,,71,2,3857288,24.5,5.15,Edge of Box,0,1,Saved
Aaron Mooy,Australia,95.6,44.1,0.039191317,Off T,Open Play,Right Foot,Half Volley,True,,,,73,2,3857288,24.74,9.54,Edge of Box,0,0,Off Target
Youssef Msakni,Tunisia,110.1,38.0,0.10262261,Off T,Open Play,Head,Normal,,,,True,74,2,3857288,10.1,11.42,Central (12m),0,0,Off Target
Montassar Omar Talbi,Tunisia,89.6,34.9,0.012159805,Saved,Open Play,Right Foot,Volley,True,,,,83,2,3857288,30.82,9.52,Long Range,0,1,Saved
Taha Yassine Khenissi,Tunisia,98.4,54.6,0.012915949,Blocked,Open Play,Right Foot,Normal,,,,,85,2,3857288,26.07,34.06,Edge of Box,0,0,Blocked
Naïm Sliti,Tunisia,109.8,47.4,0.1403044,Blocked,Open Play,Left Foot,Normal,,,,,86,2,3857288,12.6,35.96,Penalty Area,0,0,Blocked
Wahbi Khazri,Tunisia,109.9,49.4,0.09264534,Saved,Open Play,Left Foot,Normal,True,,,,87,2,3857288,13.8,42.94,Penalty Area,0,1,Saved
Wahbi Khazri,Tunisia,108.4,24.1,0.021421792,Blocked,Open Play,Right Foot,Normal,,,,,91,2,3857288,19.68,53.89,Penalty Area,0,0,Blocked
Idrissa Gana Gueye,Senegal,106.9,45.7,0.21271749,Off T,Open Play,Right Foot,Normal,,,,,2,1,3857267,14.29,23.51,Penalty Area,0,0,Off Target
Boulaye Dia,Senegal,109.3,51.9,0.16839646,Off T,Open Play,Right Foot,Normal,True,,,,7,1,3857267,16.0,48.04,Penalty Area,0,0,Off Target
Enner Remberto Valencia Lastra,Ecuador,86.9,40.9,0.021615954,Blocked,Free Kick,Right Foot,Normal,,,,,9,1,3857267,33.11,1.56,Long Range,0,0,Blocked
Enner Remberto Valencia Lastra,Ecuador,95.9,37.7,0.02803523,Blocked,Open Play,Right Foot,Half Volley,True,,,,9,1,3857267,24.21,5.45,Edge of Box,0,0,Blocked
Ismaïla Sarr,Senegal,99.2,40.2,0.042373266,Blocked,Open Play,Right Foot,Half Volley,,,,,10,1,3857267,20.8,0.55,Edge of Box,0,0,Blocked
Iliman Ndiaye,Senegal,99.7,52.9,0.02889044,Off T,Open Play,Left Foot,Normal,,,,,11,1,3857267,24.05,32.43,Edge of Box,0,0,Off Target
Ismaïla Sarr,Senegal,104.1,25.5,0.023828069,Blocked,Open Play,Right Foot,Normal,,,,,23,1,3857267,21.52,42.36,Edge of Box,0,0,Blocked
Pape Gueye,Senegal,93.0,36.3,0.025696881,Blocked,Open Play,Left Foot,Normal,,,,,24,1,3857267,27.25,7.8,Edge of Box,0,0,Blocked
Abdou Diallo,Senegal,107.9,41.9,0.035411544,Wayward,Open Play,Head,Normal,,,,,24,1,3857267,12.25,8.92,Penalty Area,0,0,Off Target
Pathé Ismaël Ciss,Senegal,108.1,33.6,0.03057826,Off T,Open Play,Head,Normal,,,,,36,1,3857267,13.51,28.27,Penalty Area,0,0,Off Target
Ismaïla Sarr,Senegal,108.0,40.0,0.7835,Goal,Penalty,Right Foot,Normal,,,,,43,1,3857267,12.0,0.0,Penalty Area,1,1,Goal
Iliman Ndiaye,Senegal,107.3,46.7,0.04522632,Blocked,Open Play,Left Foot,Half Volley,,,,,46,1,3857267,14.36,27.81,Penalty Area,0,0,Blocked
José Adoni Cifuentes Charcopa,Ecuador,93.8,51.3,0.025271386,Saved,Open Play,Right Foot,Normal,,,,,48,2,3857267,28.53,23.33,Edge of Box,0,1,Saved
Michael Steveen Estrada Martínez,Ecuador,106.7,38.8,0.042533338,Off T,Open Play,Head,Normal,,,,,56,2,3857267,13.35,5.16,Penalty Area,0,0,Off Target
Felix Eduardo Torres Caicedo,Ecuador,113.7,42.7,0.15397952,Wayward,Open Play,Head,Normal,,,,,66,2,3857267,6.85,23.2,Central (12m),0,0,Off Target
Moisés Isaac Caicedo Corozo,Ecuador,117.2,35.6,0.5894187,Goal,Open Play,Right Foot,Volley,True,,True,,66,2,3857267,5.22,57.53,Six Yard Box,1,1,Goal
Kalidou Koulibaly,Senegal,114.3,46.0,0.23427999,Goal,Open Play,Right Foot,Volley,True,,,,69,2,3857267,8.28,46.47,Central (12m),1,1,Goal
Gonzalo Jordy Plata Jiménez,Ecuador,107.0,42.8,0.058988493,Saved,Open Play,Left Foot,Half Volley,,,,,75,2,3857267,13.3,12.15,Penalty Area,0,1,Saved
Boulaye Dia,Senegal,101.3,54.6,0.04455093,Off T,Open Play,Right Foot,Normal,True,,,,81,2,3857267,23.72,37.98,Edge of Box,0,0,Off Target
Pape Gueye,Senegal,102.6,54.8,0.03201506,Saved,Open Play,Right Foot,Normal,,,,,87,2,3857267,22.84,40.38,Edge of Box,0,1,Saved
Jeremy Leonel Sarmiento Morante,Ecuador,105.3,32.1,0.02928531,Saved,Open Play,Head,Normal,,,,,88,2,3857267,16.69,28.25,Penalty Area,0,1,Saved
Jackson Gabriel Porozo Vernaza,Ecuador,105.9,34.3,0.052534856,Off T,Open Play,Head,Normal,,,,,93,2,3857267,15.21,22.01,Penalty Area,0,0,Off Target
Matías Vecino Falero,Uruguay,109.5,28.6,0.052239094,Saved,Open Play,Head,Normal,,,,,12,1,3857287,15.5,47.35,Penalty Area,0,1,Saved
Federico Santiago Valverde Dipetta,Uruguay,103.9,35.4,0.05187739,Off T,Open Play,Left Foot,Half Volley,,,,True,18,1,3857287,16.74,15.95,Penalty Area,0,0,Off Target
Ui-Jo Hwang,South Korea,108.9,42.7,0.323128,Off T,Open Play,Right Foot,Normal,True,,,,33,1,3857287,11.42,13.67,Central (12m),0,0,Off Target
In-Beom Hwang,South Korea,89.7,57.6,0.007071261,Off T,Open Play,Right Foot,Normal,,,,,38,1,3857287,35.04,30.15,Long Range,0,0,Off Target
Diego Roberto Godín Leal,Uruguay,110.0,40.4,0.054689027,Post,Open Play,Head,Normal,,,,True,42,1,3857287,10.01,2.29,Central (12m),0,0,Post
José María Giménez de Vargas,Uruguay,103.5,35.9,0.046385217,Off T,Open Play,Head,Normal,,,,,45,1,3857287,17.0,13.95,Penalty Area,0,0,Off Target
Min Jae Kim,South Korea,111.5,46.1,0.046898182,Wayward,Open Play,Other,Normal,,,,,52,2,3857287,10.46,35.67,Central (12m),0,0,Off Target
Rodrigo Bentancur Colmán,Uruguay,101.3,38.3,0.052523207,Blocked,Open Play,Right Foot,Normal,,,,,54,2,3857287,18.78,5.19,Penalty Area,0,0,Blocked
Federico Santiago Valverde Dipetta,Uruguay,90.5,27.4,0.014167523,Wayward,Open Play,Right Foot,Half Volley,True,,,,68,2,3857287,32.08,23.13,Long Range,0,0,Off Target
Edinson Roberto Cavani Gómez,Uruguay,106.6,47.5,0.03804607,Blocked,Open Play,Right Foot,Normal,,,,,68,2,3857287,15.36,29.24,Penalty Area,0,0,Blocked
Kang-In Lee,South Korea,94.5,54.2,0.023162797,Blocked,Open Play,Left Foot,Normal,,,,,74,2,3857287,29.19,29.11,Edge of Box,0,0,Blocked
Gue-Sung Cho,South Korea,93.4,42.0,0.036145955,Off T,Open Play,Left Foot,Half Volley,,,,,76,2,3857287,26.68,4.3,Edge of Box,0,0,Off Target
Darwin Gabriel Núñez Ribeiro,Uruguay,100.6,28.3,0.028178101,Off T,Open Play,Right Foot,Normal,,,,,80,2,3857287,22.66,31.09,Edge of Box,0,0,Off Target
Edinson Roberto Cavani Gómez,Uruguay,110.5,39.7,0.06689449,Off T,Open Play,Head,Normal,,,,,86,2,3857287,9.5,1.81,Central (12m),0,0,Off Target
Federico Santiago Valverde Dipetta,Uruguay,95.7,22.6,0.012294213,Post,Open Play,Right Foot,Normal,,,,,88,2,3857287,29.89,35.6,Edge of Box,0,0,Post
Heung-Min Son,South Korea,93.8,36.6,0.0335565,Off T,Open Play,Left Foot,Normal,,,,,89,2,3857287,26.42,7.39,Edge of Box,0,0,Off Target
In-Beom Hwang,South Korea,94.9,26.7,0.023029828,Off T,Open Play,Left Foot,Normal,,,,,93,2,3857287,28.41,27.92,Edge of Box,0,0,Off Target
João Félix Sequeira,Portugal,106.8,44.2,0.0989785,Saved,Open Play,Head,Diving Header,,,,,3,1,3869486,13.85,17.65,Penalty Area,0,1,Saved
Youssef En-Nesyri,Morocco,112.7,39.4,0.117904566,Off T,Open Play,Head,Normal,,,,,5,1,3869486,7.32,4.7,Central (12m),0,0,Off Target
Raphaël Adelino José Guerreiro,Portugal,105.6,23.6,0.019215545,Blocked,Open Play,Left Foot,Volley,True,,,,12,1,3869486,21.82,48.72,Edge of Box,0,0,Blocked
Hakim Ziyech,Morocco,96.1,60.9,0.008206696,Off T,Open Play,Left Foot,Normal,,,,,17,1,3869486,31.75,41.17,Long Range,0,0,Off Target
Youssef En-Nesyri,Morocco,106.7,39.8,0.043849364,Off T,Open Play,Head,Normal,,,,,25,1,3869486,13.3,0.86,Penalty Area,0,0,Off Target
João Félix Sequeira,Portugal,100.9,27.7,0.027014187,Blocked,Open Play,Right Foot,Half Volley,,,,,30,1,3869486,22.72,32.78,Edge of Box,0,0,Blocked
Selim Amallah,Morocco,108.7,31.3,0.06053267,Off T,Open Play,Left Foot,Half Volley,True,,,,34,1,3869486,14.26,37.59,Penalty Area,0,0,Off Target
Sofiane Boufal,Morocco,97.0,27.8,0.03503226,Saved,Open Play,Right Foot,Normal,,,,,34,1,3869486,26.04,27.94,Edge of Box,0,1,Saved
João Félix Sequeira,Portugal,102.2,35.4,0.060545366,Off T,Open Play,Right Foot,Half Volley,True,,,,38,1,3869486,18.38,14.49,Penalty Area,0,0,Off Target
Youssef En-Nesyri,Morocco,112.6,39.7,0.20030825,Goal,Open Play,Head,Normal,,,,True,41,1,3869486,7.41,2.32,Central (12m),1,1,Goal
Bruno Miguel Borges Fernandes,Portugal,108.0,62.3,0.0067060287,Post,Open Play,Right Foot,Half Volley,True,,,,44,1,3869486,25.32,61.71,Edge of Box,0,0,Post
Yahia Attiyat allah,Morocco,107.6,26.3,0.082217455,Off T,Open Play,Left Foot,Normal,True,,,,46,1,3869486,18.48,47.85,Penalty Area,0,0,Off Target
Azzedine Ounahi,Morocco,93.4,44.2,0.032880384,Off T,Open Play,Right Foot,Normal,True,,,,55,2,3869486,26.93,8.97,Edge of Box,0,0,Off Target
Gonçalo Matias Ramos,Portugal,108.7,40.0,0.10594022,Off T,Open Play,Head,Normal,,,,,57,2,3869486,11.3,0.0,Central (12m),0,0,Off Target
João Félix Sequeira,Portugal,109.7,29.4,0.026895314,Blocked,Open Play,Head,Normal,,,,True,60,2,3869486,14.78,45.82,Penalty Area,0,0,Blocked
Bruno Miguel Borges Fernandes,Portugal,101.0,35.5,0.057325892,Off T,Open Play,Right Foot,Normal,,,,True,63,2,3869486,19.53,13.32,Penalty Area,0,0,Off Target
Bernardo Mota Veiga de Carvalho e Silva,Portugal,109.8,35.9,0.10927713,Wayward,Open Play,Right Foot,Normal,True,,,,70,2,3869486,10.99,21.9,Central (12m),0,0,Off Target
João Félix Sequeira,Portugal,102.0,57.1,0.025960794,Saved,Open Play,Left Foot,Normal,True,,,,81,2,3869486,24.83,43.53,Edge of Box,0,1,Saved
Cristiano Ronaldo dos Santos Aveiro,Portugal,101.8,53.7,0.05699573,Saved,Open Play,Right Foot,Normal,True,,,True,90,2,3869486,22.78,36.97,Edge of Box,0,1,Saved
Zakaria Aboukhlal,Morocco,101.1,45.9,0.39109123,Saved,Open Play,Right Foot,Lob,,True,,,95,2,3869486,19.8,17.34,Penalty Area,0,1,Saved
Kléper Laveran Lima Ferreira,Portugal,114.1,44.5,0.14926605,Off T,Open Play,Head,Normal,,,,True,96,2,3869486,7.42,37.33,Central (12m),0,0,Off Target
Luis Gerardo Chávez Magallón,Mexico,91.7,51.5,0.021919996,Off T,Open Play,Left Foot,Normal,True,,,,1,1,3857260,30.55,22.11,Long Range,0,0,Off Target
Saleh Khalid Al Shehri,Saudi Arabia,92.9,41.7,0.02182735,Saved,Open Play,Left Foot,Volley,,,,,2,1,3857260,27.15,3.59,Edge of Box,0,1,Saved
Ernesto Alexis Vega Rojas,Mexico,101.6,38.9,0.3665275,Saved,Open Play,Right Foot,Normal,True,,,,2,1,3857260,18.43,3.42,Penalty Area,0,1,Saved
Mohammed Kanoo,Saudi Arabia,113.0,54.1,0.047937077,Off T,Open Play,Right Foot,Half Volley,,True,,,7,1,3857260,15.74,63.6,Penalty Area,0,0,Off Target
Mohammed Kanoo,Saudi Arabia,96.3,33.5,0.073429175,Off T,Free Kick,Right Foot,Normal,,,,,12,1,3857260,24.58,15.34,Edge of Box,0,0,Off Target
Luis Gerardo Chávez Magallón,Mexico,92.7,40.4,0.01981399,Saved,Open Play,Left Foot,Volley,True,,,,22,1,3857260,27.3,0.84,Edge of Box,0,1,Saved
Orbelín Pineda Alvarado,Mexico,104.0,44.6,0.0489465,Saved,Open Play,Right Foot,Normal,True,,,,24,1,3857260,16.65,16.04,Penalty Area,0,1,Saved
Orbelín Pineda Alvarado,Mexico,115.8,34.5,0.30787364,Wayward,Open Play,Head,Diving Header,,,,,26,1,3857260,6.92,52.63,Central (12m),0,0,Off Target
Luis Gerardo Chávez Magallón,Mexico,89.6,28.9,0.016814427,Blocked,Open Play,Left Foot,Normal,,,,,34,1,3857260,32.36,20.06,Long Range,0,0,Blocked
Jesús Daniel Gallardo Vasconcelos,Mexico,106.8,43.3,0.06430086,Off T,Open Play,Right Foot,Half Volley,True,,,,35,1,3857260,13.61,14.04,Penalty Area,0,0,Off Target
Luis Gerardo Chávez Magallón,Mexico,84.6,49.2,0.0066389865,Blocked,Free Kick,Left Foot,Normal,,,,,40,1,3857260,36.58,14.57,Long Range,0,0,Blocked
Orbelín Pineda Alvarado,Mexico,102.0,45.2,0.062194254,Blocked,Open Play,Left Foot,Normal,,,,,40,1,3857260,18.74,16.11,Penalty Area,0,0,Blocked
Ernesto Alexis Vega Rojas,Mexico,106.1,29.3,0.04950449,Blocked,Open Play,Right Foot,Normal,,,,,44,1,3857260,17.54,37.59,Penalty Area,0,0,Blocked
Luis Gerardo Chávez Magallón,Mexico,92.9,30.0,0.015146091,Blocked,Open Play,Left Foot,Half Volley,,,,,44,1,3857260,28.89,20.25,Edge of Box,0,0,Blocked
Ali Al Hassan,Saudi Arabia,110.1,45.6,0.10154356,Off T,Open Play,Head,Diving Header,,,,,50,1,3857260,11.37,29.49,Central (12m),0,0,Off Target
Luis Gerardo Chávez Magallón,Mexico,85.5,41.2,0.018109906,Saved,Open Play,Left Foot,Normal,,,,,46,2,3857260,34.52,1.99,Long Range,0,1,Saved
Hirving Rodrigo Lozano Bahena,Mexico,102.7,19.2,0.0068189544,Blocked,Open Play,Right Foot,Normal,,,,,46,2,3857260,27.05,50.25,Edge of Box,0,0,Blocked
Henry Josué Martín Mex,Mexico,116.7,40.2,0.28809994,Goal,Open Play,Left Foot,Volley,True,,,,46,2,3857260,3.31,3.47,Six Yard Box,1,1,Goal
Sultan Abdullah Salim Al Ghannam,Saudi Arabia,115.8,46.7,0.21450256,Off T,Open Play,Right Foot,Volley,True,,,,49,2,3857260,7.91,57.92,Central (12m),0,0,Off Target
Luis Gerardo Chávez Magallón,Mexico,86.7,41.3,0.024289701,Goal,Free Kick,Left Foot,Normal,,,,,51,2,3857260,33.33,2.24,Long Range,1,1,Goal
Sultan Abdullah Salim Al Ghannam,Saudi Arabia,114.8,52.4,0.030311959,Off T,Open Play,Head,Normal,,True,,,54,2,3857260,13.45,67.25,Penalty Area,0,0,Off Target
Henry Josué Martín Mex,Mexico,112.0,40.0,0.09122391,Wayward,Open Play,Head,Normal,,,,True,58,2,3857260,8.0,0.0,Central (12m),0,0,Off Target
Abdulelah Al Amri,Saudi Arabia,109.1,45.1,0.037819926,Off T,Open Play,Head,Normal,,,,,61,2,3857260,12.03,25.07,Penalty Area,0,0,Off Target
Hirving Rodrigo Lozano Bahena,Mexico,97.5,31.3,0.05300886,Saved,Open Play,Right Foot,Normal,,,,,66,2,3857260,24.12,21.14,Edge of Box,0,1,Saved
Firas Tariq Nasser Al Albirakan,Saudi Arabia,101.4,25.4,0.013105479,Blocked,Open Play,Left Foot,Half Volley,True,,,,66,2,3857260,23.65,38.13,Edge of Box,0,0,Blocked
Henry Josué Martín Mex,Mexico,108.8,34.9,0.22500646,Off T,Open Play,Left Foot,Volley,True,,,,69,2,3857260,12.31,24.48,Penalty Area,0,0,Off Target
Luis Gerardo Chávez Magallón,Mexico,87.3,40.5,0.027150616,Saved,Free Kick,Left Foot,Normal,,,,,72,2,3857260,32.7,0.88,Long Range,0,1,Saved
Orbelín Pineda Alvarado,Mexico,100.5,32.9,0.08600338,Off T,Open Play,Right Foot,Normal,,,,,75,2,3857260,20.75,20.01,Edge of Box,0,0,Off Target
Carlos Uriel Antuna Romero,Mexico,109.4,35.9,0.26870292,Blocked,Open Play,Right Foot,Normal,True,,,,77,2,3857260,11.37,21.15,Central (12m),0,0,Blocked
Edson Omar Álvarez Velázquez,Mexico,85.8,42.8,0.013687578,Saved,Open Play,Right Foot,Half Volley,,,,,77,2,3857260,34.31,4.68,Long Range,0,1,Saved
Salem Mohammed Al Dawsari,Saudi Arabia,89.2,40.3,0.019886926,Off T,Open Play,Right Foot,Normal,,,,,80,2,3857260,30.8,0.56,Long Range,0,0,Off Target
Luis Gerardo Chávez Magallón,Mexico,101.0,46.0,0.057560198,Blocked,Open Play,Left Foot,Normal,True,,,,82,2,3857260,19.92,17.53,Penalty Area,0,0,Blocked
Rogelio Gabriel Funes Mori,Mexico,98.8,37.4,0.06664524,Blocked,Open Play,Right Foot,Normal,True,,,,88,2,3857260,21.36,6.99,Edge of Box,0,0,Blocked
Hirving Rodrigo Lozano Bahena,Mexico,92.9,31.8,0.05359905,Saved,Free Kick,Right Foot,Normal,,,,,91,2,3857260,28.31,16.83,Edge of Box,0,1,Saved
Hirving Rodrigo Lozano Bahena,Mexico,101.9,28.3,0.06253588,Off T,Open Play,Right Foot,Normal,,,,,93,2,3857260,21.55,32.88,Edge of Box,0,0,Off Target
Salem Mohammed Al Dawsari,Saudi Arabia,110.9,45.2,0.51574713,Goal,Open Play,Right Foot,Normal,,True,,,94,2,3857260,10.48,29.74,Central (12m),1,1,Goal
Krystian Bielik,Poland,100.7,41.3,0.061495427,Blocked,Open Play,Left Foot,Normal,True,,,,4,1,3857264,19.34,3.85,Penalty Area,0,0,Blocked
Lionel Andrés Messi Cuccittini,Argentina,99.0,37.7,0.050872557,Saved,Open Play,Right Foot,Normal,,,,,6,1,3857264,21.13,6.25,Edge of Box,0,1,Saved
Ángel Fabián Di María Hernández,Argentina,94.3,40.5,0.034158513,Blocked,Open Play,Left Foot,Normal,,,,,8,1,3857264,25.7,1.11,Edge of Box,0,0,Blocked
Lionel Andrés Messi Cuccittini,Argentina,111.7,25.8,0.053250678,Saved,Open Play,Left Foot,Normal,,,,,9,1,3857264,16.45,59.69,Penalty Area,0,1,Saved
Marcos Javier Acuña,Argentina,107.0,27.9,0.05141401,Off T,Open Play,Right Foot,Half Volley,,,,,16,1,3857264,17.76,42.95,Penalty Area,0,0,Off Target
Kamil Glik,Poland,105.9,43.5,0.06557972,Wayward,Open Play,Right Foot,Backheel,True,,,,21,1,3857264,14.53,13.94,Penalty Area,0,0,Off Target
Julián Álvarez,Argentina,110.8,47.7,0.1493578,Blocked,Open Play,Right Foot,Normal,True,,,,27,1,3857264,12.0,39.93,Central (12m),0,0,Blocked
Marcos Javier Acuña,Argentina,102.9,22.5,0.024708062,Off T,Open Play,Left Foot,Normal,,,,,27,1,3857264,24.47,45.66,Edge of Box,0,0,Off Target
Ángel Fabián Di María Hernández,Argentina,119.6,79.2,0.00018,Saved,Corner,Left Foot,Normal,,True,,,32,1,3857264,39.2,89.42,Long Range,0,1,Saved
Enzo Fernandez,Argentina,91.6,39.7,0.024548035,Off T,Open Play,Right Foot,Normal,,,,,34,1,3857264,28.4,0.61,Edge of Box,0,0,Off Target
Julián Álvarez,Argentina,110.4,27.6,0.19083758,Saved,Open Play,Left Foot,Normal,,True,,,35,1,3857264,15.68,52.25,Penalty Area,0,1,Saved
Lionel Andrés Messi Cuccittini,Argentina,108.1,40.1,0.7835,Saved,Penalty,Left Foot,Normal,,,,,38,1,3857264,11.9,0.48,Central (12m),0,1,Saved
Julián Álvarez,Argentina,102.4,27.0,0.03720347,Saved,Open Play,Right Foot,Normal,,,,,42,1,3857264,21.88,36.45,Edge of Box,0,1,Saved
Rodrigo Javier De Paul,Argentina,112.2,40.3,0.3152717,Saved,Open Play,Other,Normal,,,,,42,1,3857264,7.81,2.2,Central (12m),0,1,Saved
Ángel Fabián Di María Hernández,Argentina,106.7,58.4,0.010134568,Saved,Open Play,Left Foot,Normal,,,,,43,1,3857264,22.7,54.14,Edge of Box,0,1,Saved
Alexis Mac Allister,Argentina,106.0,46.7,0.107545994,Goal,Open Play,Right Foot,Normal,True,,,,45,2,3857264,15.52,25.57,Penalty Area,1,1,Goal
Kamil Glik,Poland,108.8,43.5,0.04381306,Off T,Open Play,Head,Normal,,,,True,49,2,3857264,11.73,17.35,Central (12m),0,0,Off Target
Michał Skóraś,Poland,101.1,56.9,0.026707038,Blocked,Open Play,Left Foot,Normal,,,,,52,2,3857264,25.35,41.8,Edge of Box,0,0,Blocked
Lionel Andrés Messi Cuccittini,Argentina,105.8,28.4,0.06119443,Wayward,Open Play,Left Foot,Normal,,,,,52,2,3857264,18.34,39.25,Penalty Area,0,0,Off Target
Lionel Andrés Messi Cuccittini,Argentina,109.4,50.7,0.058334265,Wayward,Open Play,Left Foot,Normal,,,,True,55,2,3857264,15.06,45.27,Penalty Area,0,0,Off Target
Julián Álvarez,Argentina,107.7,41.5,0.15200824,Blocked,Open Play,Left Foot,Normal,,,,,55,2,3857264,12.39,6.95,Penalty Area,0,0,Blocked
Alexis Mac Allister,Argentina,106.0,46.0,0.13009955,Saved,Open Play,Left Foot,Normal,True,,,,60,2,3857264,15.23,23.2,Penalty Area,0,1,Saved
Lionel Andrés Messi Cuccittini,Argentina,107.2,25.9,0.023947677,Blocked,Open Play,Left Foot,Normal,,,,,63,2,3857264,19.04,47.77,Penalty Area,0,0,Blocked
Julián Álvarez,Argentina,106.0,33.5,0.10054177,Goal,Open Play,Right Foot,Normal,,,,,66,2,3857264,15.44,24.9,Penalty Area,1,1,Goal
Lionel Andrés Messi Cuccittini,Argentina,106.5,35.1,0.13232325,Saved,Open Play,Left Foot,Normal,True,,,,70,2,3857264,14.36,19.95,Penalty Area,0,1,Saved
Julián Álvarez,Argentina,106.1,52.6,0.18145993,Off T,Open Play,Right Foot,Normal,,True,,,72,2,3857264,18.76,42.19,Penalty Area,0,0,Off Target
Lautaro Javier Martínez,Argentina,109.4,52.2,0.17955275,Off T,Open Play,Right Foot,Normal,,True,,,85,2,3857264,16.16,49.01,Penalty Area,0,0,Off Target
Nicolás Alejandro Tagliafico,Argentina,108.2,30.2,0.22421487,Saved,Open Play,Left Foot,Lob,True,,,,91,2,3857264,15.34,39.71,Penalty Area,0,1,Saved
César Jasib Montes Castro,Mexico,107.6,38.6,0.0988946,Off T,Open Play,Left Foot,Volley,True,,,True,9,1,3857289,12.48,6.44,Penalty Area,0,0,Off Target
Lautaro Javier Martínez,Argentina,112.7,39.5,0.13799548,Off T,Open Play,Head,Normal,,,,True,39,1,3857289,7.32,3.92,Central (12m),0,0,Off Target
Ernesto Alexis Vega Rojas,Mexico,92.4,35.8,0.05948228,Saved,Free Kick,Right Foot,Normal,,,,,44,1,3857289,27.92,8.65,Edge of Box,0,1,Saved
Ernesto Alexis Vega Rojas,Mexico,92.8,23.0,0.0077116457,Off T,Open Play,Right Foot,Half Volley,,,,,49,1,3857289,32.08,32.01,Long Range,0,0,Off Target
Hirving Rodrigo Lozano Bahena,Mexico,93.5,36.8,0.040303126,Blocked,Open Play,Right Foot,Normal,,,,,47,2,3857289,26.69,6.89,Edge of Box,0,0,Blocked
Lionel Andrés Messi Cuccittini,Argentina,94.8,41.9,0.067327775,Off T,Free Kick,Left Foot,Normal,,,,,50,2,3857289,25.27,4.31,Edge of Box,0,0,Off Target
Lionel Andrés Messi Cuccittini,Argentina,94.9,37.4,0.033919714,Goal,Open Play,Left Foot,Normal,,,,,63,2,3857289,25.23,5.91,Edge of Box,1,1,Goal
Nahuel Molina Lucero,Argentina,101.5,49.2,0.050896797,Off T,Open Play,Right Foot,Half Volley,True,,,,69,2,3857289,20.66,26.44,Edge of Box,0,0,Off Target
