player_name,full_name,national_team,position,pos_group,age_2026,overall_rating,national_rating,finishing,positioning,sprint_speed,dribbling,vision,age_factor,goal_prob_per_game,expected_games,expected_goals,expected_assists,expected_g_plus_a,confederation,group
D. Blind,Daley Blind,Netherlands,"CB,LB,CDM",Defender,35,80,81.0,46,66,53,73,76,0.72,0.0222,6.0,0.13,0.38,0.51,UEFA,D
R. Funes Mori,José Ramiro Funes Mori,Argentina,"CB,CM",Defender,35,77,82.0,40,49,68,63,59,0.72,0.0192,6.8,0.13,0.34,0.48,CONMEBOL,D
N. Süle,Niklas Süle,Germany,CB,Defender,30,84,85.0,20,26,84,42,30,0.95,0.0188,6.8,0.13,0.28,0.41,UEFA,F
J. Boateng,Jérôme Boateng,Germany,CB,Defender,37,85,85.0,34,47,72,64,75,0.72,0.0192,6.8,0.13,0.41,0.54,UEFA,F
V. Lazaro,Valentino Lazaro,Austria,"RB,RM,CAM,LM",Defender,29,75,77.0,69,73,83,81,75,0.95,0.0349,3.8,0.13,0.23,0.36,UEFA,J
J. Tah,Jonathan Tah,Germany,CB,Defender,30,82,85.0,20,27,77,55,61,0.95,0.0171,6.8,0.12,0.36,0.48,UEFA,F
F. Schär,Fabian Schär,Switzerland,CB,Defender,34,75,77.0,60,66,50,64,68,0.85,0.0277,4.5,0.12,0.25,0.38,UEFA,A
D. Rugani,Daniele Rugani,Italy,CB,Defender,31,82,83.0,33,28,67,64,50,0.95,0.0207,6.0,0.12,0.28,0.4,UEFA,H
N. Lima,Nick Lima,USA,RB,Defender,31,69,74.0,58,64,80,70,60,0.95,0.0309,3.8,0.12,0.19,0.31,CONCACAF,E
G. Mercado,Gabriel Iván Mercado,Argentina,"CB,RB",Defender,38,79,82.0,60,63,75,57,60,0.55,0.0174,6.8,0.12,0.35,0.47,CONMEBOL,D
S. Arias,Santiago Arias Naranjo,Colombia,RB,Defender,34,79,79.0,51,70,86,74,64,0.85,0.0267,4.5,0.12,0.25,0.37,CONMEBOL,F
J. Vertonghen,Jan Vertonghen,Belgium,CB,Defender,38,87,85.0,56,60,65,71,68,0.55,0.0177,6.8,0.12,0.4,0.52,UEFA,G
Welington Dano,Welington Kauê Dano Nascimento,Brazil,"LB,LM",Defender,38,80,81.0,51,72,80,77,75,0.55,0.0174,6.8,0.12,0.41,0.53,CONMEBOL,A
D. Alaba,David Olatukunbo Alaba,Austria,"LB,CB",Defender,33,84,77.0,63,76,86,79,77,0.85,0.0315,3.8,0.12,0.24,0.36,UEFA,J
L. Augustinsson,Ludwig Augustinsson,Sweden,LB,Defender,31,77,76.0,55,65,79,73,73,0.95,0.0307,3.8,0.12,0.22,0.34,UEFA,L
Gazzolisco,Gérson Adriano Gutierres Serra,Brazil,"LB,LM",Defender,38,77,81.0,54,57,82,71,56,0.55,0.0179,6.8,0.12,0.36,0.48,CONMEBOL,A
Nacho Fernández,José Ignacio Fernández Iglesias,Spain,"CB,LB,RB",Defender,36,83,85.0,32,37,79,55,53,0.72,0.0162,6.8,0.11,0.34,0.45,UEFA,C
M. Lang,Michael Lang,Switzerland,"RB,RM",Defender,35,77,77.0,71,67,76,63,55,0.72,0.0248,4.5,0.11,0.23,0.35,UEFA,A
D. Sánchez,Davinson Sánchez,Colombia,CB,Defender,29,84,79.0,40,34,79,63,49,0.95,0.0237,4.5,0.11,0.22,0.33,CONMEBOL,F
N. Otamendi,Nicolás Hernán Otamendi,Argentina,CB,Defender,38,84,82.0,54,51,61,51,53,0.55,0.0156,6.8,0.11,0.34,0.45,CONMEBOL,D
S. de Vrij,Stefan de Vrij,Netherlands,CB,Defender,34,84,81.0,25,32,69,63,59,0.85,0.0191,6.0,0.11,0.31,0.43,UEFA,D
O. Bayram,Ömer Bayram,Turkey,"LB,LM",Defender,34,71,76.0,63,72,84,75,67,0.85,0.03,3.8,0.11,0.2,0.31,UEFA,K
M. Sakho,Mamadou Sakho,France,CB,Defender,36,79,84.0,23,36,55,50,61,0.72,0.014,6.8,0.1,0.36,0.46,UEFA,B
V. Lindelöf,Victor Nilsson Lindelöf,Sweden,CB,Defender,31,81,76.0,42,53,76,70,69,0.95,0.0271,3.8,0.1,0.22,0.33,UEFA,L
J. Knudsen,Jonas Knudsen,Denmark,"LB,CB,LWB",Defender,33,69,78.0,25,64,71,62,59,0.85,0.0224,4.5,0.1,0.22,0.32,UEFA,B
J. Stryger Larsen,Jens Stryger Larsen,Denmark,"RB,CB",Defender,35,74,78.0,48,56,79,68,58,0.72,0.0213,4.5,0.1,0.22,0.32,UEFA,B
M. Hinteregger,Martin Hinteregger,Austria,CB,Defender,33,78,77.0,48,61,73,55,65,0.85,0.0256,3.8,0.1,0.2,0.3,UEFA,J
H. Dalsgaard,Henrik Dalsgaard,Denmark,"RWB,RB",Defender,36,71,78.0,58,69,82,66,58,0.72,0.0232,4.5,0.1,0.22,0.32,UEFA,B
M. Akanji,Manuel Obafemi Akanji,Switzerland,CB,Defender,30,81,77.0,36,33,86,67,66,0.95,0.0229,4.5,0.1,0.26,0.36,UEFA,A
M. Kamiński,Marcin Kamiński,Poland,CB,Defender,34,73,77.0,53,59,76,59,56,0.85,0.0254,3.8,0.1,0.2,0.29,UEFA,I
B. Bereszyński,Bartosz Bereszyński,Poland,RB,Defender,33,74,77.0,50,60,87,68,60,0.85,0.0258,3.8,0.1,0.19,0.29,UEFA,I
M. Çelik,Mehmet Zeki Çelik,Turkey,RB,Defender,29,74,76.0,37,70,82,67,69,0.95,0.0259,3.8,0.1,0.21,0.31,UEFA,K
K. Ayhan,Kaan Ayhan,Turkey,"CB,CDM",Defender,31,75,76.0,35,50,66,64,65,0.95,0.0262,3.8,0.1,0.21,0.31,UEFA,K
T. Kędziora,Tomasz Kędziora,Poland,RB,Defender,31,74,77.0,37,66,79,62,61,0.95,0.0259,3.8,0.1,0.19,0.29,UEFA,I
D. Yedlin,DeAndre Yedlin,USA,"RB,RWB",Defender,32,76,74.0,40,70,93,75,68,0.85,0.0264,3.8,0.1,0.2,0.3,CONCACAF,E
E. Krafth,Emil Krafth,Sweden,RB,Defender,31,73,76.0,41,52,78,68,60,0.95,0.0265,3.8,0.1,0.19,0.29,UEFA,L
N. Elvedi,Nico Elvedi,Switzerland,"CB,RB,LB",Defender,29,78,77.0,30,53,77,69,59,0.95,0.0226,4.5,0.1,0.23,0.33,UEFA,A
S. Özbayraklı,Şener Özbayraklı,Turkey,RB,Defender,36,74,76.0,47,66,82,72,68,0.72,0.0231,3.8,0.09,0.21,0.3,UEFA,K
S. Kjær,Simon Thorup Kjær,Denmark,CB,Defender,36,81,78.0,55,31,65,46,49,0.72,0.0189,4.5,0.09,0.22,0.3,UEFA,B
J. Vestergaard,Jannik Vestergaard,Denmark,CB,Defender,33,79,78.0,34,46,38,44,60,0.85,0.0201,4.5,0.09,0.23,0.32,UEFA,B
M. Olsson,Martin Olsson,Sweden,"LB,LWB",Defender,37,71,76.0,55,66,82,68,66,0.72,0.0234,3.8,0.09,0.2,0.29,UEFA,L
J. Giménez,José María Giménez de Vargas,Uruguay,CB,Defender,31,84,81.0,37,24,70,47,27,0.95,0.021,4.5,0.09,0.17,0.27,CONMEBOL,G
M. Suárez,Mathías Suárez,Uruguay,"RB,LB,RWB",Defender,29,71,81.0,24,46,75,53,39,0.95,0.0206,4.5,0.09,0.19,0.29,CONMEBOL,G
L. Bonucci,Leonardo Bonucci,Italy,CB,Defender,38,86,83.0,48,38,65,69,74,0.55,0.0153,6.0,0.09,0.37,0.46,UEFA,H
F. Moubandje,Jacques François Moubandje,Switzerland,"LB,CB,LWB",Defender,35,72,77.0,42,68,69,70,57,0.72,0.0208,4.5,0.09,0.23,0.33,UEFA,A
A. Christensen,Andreas Christensen,Denmark,CB,Defender,29,80,78.0,36,32,70,66,62,0.95,0.02,4.5,0.09,0.25,0.34,UEFA,B
C. Söyüncü,Çağlar Söyüncü,Turkey,CB,Defender,29,74,76.0,37,42,72,57,49,0.95,0.023,3.8,0.09,0.16,0.25,UEFA,K
J. Murillo,Jeison Fabián Murillo Cerón,Colombia,CB,Defender,33,80,79.0,37,45,76,58,54,0.85,0.0209,4.5,0.09,0.22,0.31,CONMEBOL,F
B. Davies,Ben Davies,Wales,LB,Defender,32,80,75.0,58,71,74,76,75,0.85,0.0283,3.2,0.09,0.19,0.28,UEFA,E
A. Robinson,Antonee Robinson,USA,"LB,LWB",Defender,28,69,74.0,33,49,86,69,40,1.0,0.0232,3.8,0.09,0.13,0.22,CONCACAF,E
S. Aurier,Serge Aurier,Ivory Coast,"RB,RWB",Defender,33,80,75.0,54,72,78,76,71,0.85,0.0284,3.2,0.09,0.19,0.28,CAF,J
J. Brooks,John Anthony Brooks,USA,CB,Defender,33,79,74.0,39,40,76,65,57,0.85,0.02,3.8,0.08,0.2,0.28,CONCACAF,E
Antônio Chiamuloira,A. Benjamin Chiamuloira Paes,Brazil,"CB,LB",Defender,38,79,81.0,51,24,72,44,47,0.55,0.0124,6.8,0.08,0.32,0.4,CONMEBOL,A
H. Kaldırım,Hasan Ali Kaldırım,Turkey,LB,Defender,36,73,76.0,42,62,73,70,58,0.72,0.0217,3.8,0.08,0.2,0.28,UEFA,K
A. Dragović,Aleksandar Dragović,Austria,CB,Defender,35,77,77.0,41,63,67,62,65,0.72,0.0204,3.8,0.08,0.2,0.27,UEFA,J
A. Behich,Aziz Eraltay Behich,Australia,LB,Defender,35,73,73.0,65,63,81,74,50,0.72,0.0244,3.2,0.08,0.16,0.24,AFC,H
Nouhou,Nouhou Tolo,Cameroon,LB,Defender,28,68,75.0,28,53,87,64,51,1.0,0.0243,3.2,0.08,0.15,0.22,CAF,C
D. Reyes,Diego Antonio Reyes Rosales,Mexico,CB,Defender,33,76,77.0,45,44,65,67,52,0.85,0.0218,3.8,0.08,0.2,0.28,CONCACAF,F
W. Zimmerman,Walker Zimmerman,USA,CB,Defender,32,72,74.0,52,48,65,42,37,0.85,0.0217,3.8,0.08,0.16,0.24,CONCACAF,E
F. Acerbi,Francesco Acerbi,Italy,CB,Defender,38,83,83.0,37,20,55,65,65,0.55,0.0132,6.0,0.08,0.34,0.41,UEFA,H
A. Gersbach,Alex Gersbach,Australia,LB,Defender,28,65,73.0,34,59,80,59,54,1.0,0.0241,3.2,0.08,0.14,0.22,AFC,H
H. Matynia,Hubert Matynia,Poland,"LB,LM",Defender,30,65,77.0,45,31,79,53,45,0.95,0.0222,3.8,0.08,0.15,0.23,UEFA,I
R. Rosales,Roberto Rosales,Venezuela,"RB,RWB,RM",Defender,37,74,73.0,59,64,73,69,63,0.72,0.0237,3.2,0.08,0.17,0.24,CONMEBOL,J
A. Long,Aaron Long,USA,CB,Defender,33,74,74.0,32,49,80,59,53,0.85,0.0199,3.8,0.08,0.19,0.26,CONCACAF,E
M. Jørgensen,Mathias Jørgensen,Denmark,CB,Defender,35,77,78.0,34,46,68,46,65,0.72,0.0167,4.5,0.08,0.23,0.31,UEFA,B
L. Advíncula,Luis Jan Piers Advíncula Castrillón,Peru,"RB,RWB",Defender,36,74,73.0,58,68,94,76,60,0.72,0.0248,3.2,0.08,0.17,0.25,CONMEBOL,B
A. Bjelland,Andreas Bjelland,Denmark,CB,Defender,37,74,78.0,36,60,45,55,60,0.72,0.0181,4.5,0.08,0.23,0.32,UEFA,B
P. Dummett,Paul Dummett,Wales,LB,Defender,34,75,75.0,41,56,68,65,52,0.85,0.0215,3.2,0.07,0.16,0.23,UEFA,E
M. Isla,Mauricio Aníbal Isla Isla,Chile,"RB,CM",Defender,37,75,77.0,41,70,75,75,68,0.72,0.022,3.2,0.07,0.18,0.25,CONMEBOL,C
S. Deli,Simon Deli,Ivory Coast,CB,Defender,34,74,75.0,37,38,78,62,33,0.85,0.0205,3.2,0.07,0.13,0.19,CAF,J
N. Araújo,Néstor Alejandro Araújo Razo,Mexico,CB,Defender,34,75,77.0,34,30,72,53,43,0.85,0.0187,3.8,0.07,0.17,0.25,CONCACAF,F
T. Sainsbury,Trent Sainsbury,Australia,CB,Defender,34,74,73.0,45,52,74,55,62,0.85,0.0225,3.2,0.07,0.16,0.24,AFC,H
M. Cáceres,Martín Cáceres,Uruguay,"CB,RB",Defender,38,78,81.0,37,50,78,60,58,0.55,0.0147,4.5,0.07,0.22,0.29,CONMEBOL,G
C. Roberts,Connor Roberts,Wales,"RB,RW,LB",Defender,30,69,75.0,35,55,67,66,52,0.95,0.023,3.2,0.07,0.15,0.22,UEFA,E
S. Leuko,Serge Sidoine Tchaha Leuko,Cameroon,"RB,LB",Defender,32,67,75.0,42,52,77,55,45,0.85,0.0228,3.2,0.07,0.13,0.21,CAF,C
J. Castelletto,Jean-Charles Castelletto,Cameroon,CB,Defender,31,69,75.0,18,56,79,54,58,0.95,0.0205,3.2,0.07,0.16,0.23,CAF,C
C. Fai,Ngoran Suiru Fai Collins,Cameroon,"RB,LB",Defender,33,72,75.0,22,58,83,66,59,0.85,0.0204,3.2,0.07,0.16,0.22,CAF,C
E. Bailly,Eric Bailly,Ivory Coast,CB,Defender,31,81,75.0,33,47,81,62,54,0.95,0.0231,3.2,0.07,0.15,0.23,CAF,J
F. Helander,Filip Helander,Sweden,CB,Defender,32,75,76.0,28,24,52,52,45,0.85,0.0158,3.8,0.06,0.15,0.21,UEFA,L
K. Wimmer,Kevin Wimmer,Austria,CB,Defender,33,74,77.0,21,35,53,63,59,0.85,0.016,3.8,0.06,0.2,0.26,UEFA,J
G. Bong,Gaëtan Bong Songo,Cameroon,LB,Defender,37,74,75.0,29,63,68,68,65,0.72,0.0188,3.2,0.06,0.18,0.24,CAF,C
A. Traoré,Adama Traoré,Ivory Coast,LB,Defender,36,73,75.0,30,65,88,69,61,0.72,0.0194,3.2,0.06,0.16,0.23,CAF,J
T. Klose,Timm Klose,Switzerland,CB,Defender,37,75,77.0,29,40,42,27,54,0.72,0.0143,4.5,0.06,0.21,0.27,UEFA,A
J. Bednarek,Jan Bednarek,Poland,CB,Defender,29,72,77.0,19,26,68,50,52,0.95,0.0147,3.8,0.06,0.17,0.22,UEFA,I
M. Ngadeu-Ngadjui,Michael Ngadeu-Ngadjui,Cameroon,"CB,CDM",Defender,35,74,75.0,39,41,70,53,48,0.72,0.0177,3.2,0.06,0.15,0.2,CAF,C
M. Miazga,Matt Miazga,USA,CB,Defender,30,73,74.0,16,27,58,53,32,0.95,0.0157,3.8,0.06,0.15,0.21,CONCACAF,E
C. Mepham,Chris Mepham,Wales,CB,Defender,28,70,75.0,22,28,65,56,53,1.0,0.0177,3.2,0.06,0.15,0.2,UEFA,E
N. Nkoulou,Nicolas N'Koulou,Cameroon,CB,Defender,35,80,75.0,33,54,74,68,63,0.72,0.0186,3.2,0.06,0.17,0.23,CAF,C
A. Jędrzejczyk,Artur Jędrzejczyk,Poland,"RB,LB,CB",Defender,38,70,77.0,48,53,70,63,42,0.55,0.0155,3.8,0.06,0.17,0.23,UEFA,I
R. Feltscher,Rolf Günther Feltscher Martínez,Venezuela,"RB,CB,LB",Defender,35,66,73.0,32,54,60,63,62,0.72,0.0185,3.2,0.06,0.16,0.22,CONMEBOL,J
M. James,Manjrekar James,Canada,"CB,CDM",Defender,32,67,70.0,29,31,66,49,45,0.85,0.0175,3.2,0.06,0.14,0.19,CONCACAF,I
E. Ersoy,Ertuğrul Ersoy,Turkey,"CB,RB",Defender,29,70,76.0,22,28,60,53,36,0.95,0.017,3.8,0.06,0.15,0.21,UEFA,K
A. Elmohamady,Ahmed Eissa  El Mohamady Abdel Fattah,Egypt,"RB,RM",Defender,38,70,73.0,61,69,73,68,67,0.55,0.0184,3.2,0.06,0.18,0.23,CAF,L
M. Boxall,Michael Boxall,New Zealand,"CB,RB",Defender,37,67,66.0,35,59,69,56,52,0.72,0.0179,3.2,0.06,0.15,0.2,OFC,L
E. Ampadu,Ethan Ampadu,Wales,"CB,CDM",Defender,25,65,75.0,23,29,58,57,59,1.0,0.019,3.2,0.06,0.16,0.22,UEFA,E
P. Jansson,Pontus Jansson,Sweden,CB,Defender,35,77,76.0,29,28,69,64,50,0.72,0.0158,3.8,0.06,0.18,0.24,UEFA,L
G. Maripán,Guillermo Alfonso Maripán Loaysa,Chile,CB,Defender,31,77,77.0,28,28,48,40,30,0.95,0.0173,3.2,0.06,0.12,0.17,CONMEBOL,C
E. Roco,Enzo Pablo Roco Roco,Chile,CB,Defender,33,74,77.0,43,42,43,55,49,0.85,0.0192,3.2,0.06,0.15,0.21,CONMEBOL,C
C. Gunter,Chris Gunter,Wales,"RB,LB,RWB",Defender,36,66,75.0,44,61,74,56,58,0.72,0.0192,3.2,0.06,0.15,0.21,UEFA,E
D. Henry,Doneil Henry,Canada,"CB,RB",Defender,32,65,70.0,36,32,55,44,47,0.85,0.0186,3.2,0.06,0.13,0.19,CONCACAF,I
S. Aziz,Serdar Aziz,Turkey,CB,Defender,35,77,76.0,26,24,72,52,44,0.72,0.0134,3.8,0.05,0.17,0.22,UEFA,K
A. Mina,Arturo Mina,Ecuador,CB,Defender,35,73,72.0,30,38,50,47,44,0.72,0.0148,3.2,0.05,0.14,0.19,CONMEBOL,D
J. Chester,James Chester,Wales,CB,Defender,37,74,75.0,33,44,72,60,49,0.72,0.0157,3.2,0.05,0.15,0.2,UEFA,E
L. Koné,Lamine Koné,Ivory Coast,CB,Defender,37,75,75.0,34,54,64,52,38,0.72,0.0168,3.2,0.05,0.12,0.18,CAF,J
M. Bagayoko,Mamadou Bagayoko,Ivory Coast,"RB,RWB",Defender,36,68,75.0,21,56,74,63,53,0.72,0.0154,3.2,0.05,0.14,0.19,CAF,J
S. Prödl,Sebastian Prödl,Austria,CB,Defender,38,74,77.0,34,37,31,30,46,0.55,0.0104,3.8,0.04,0.15,0.19,UEFA,J
T. Smith,Tommy Smith,New Zealand,CB,Defender,35,69,66.0,24,45,62,40,50,0.72,0.014,3.2,0.04,0.14,0.18,OFC,L
K. Glik,Kamil Glik,Poland,CB,Defender,38,82,77.0,27,24,52,51,23,0.55,0.0101,3.8,0.04,0.14,0.18,UEFA,I
A. Hegazi,Ahmed Hegazi,Egypt,CB,Defender,35,76,73.0,17,20,55,49,41,0.72,0.0103,3.2,0.03,0.13,0.16,CAF,L
Pau López,Pau López Sabata,Spain,GK,Goalkeeper,31,82,85.0,19,20,52,18,62,0.95,0.0,6.8,0.0,0.03,0.03,UEFA,C
Kepa,Kepa Arrizabalaga,Spain,GK,Goalkeeper,31,84,85.0,11,15,33,10,55,0.95,0.0,6.8,0.0,0.03,0.03,UEFA,C
Raphaelito Anjos,Raphael William Anjos Rochedo,Brazil,GK,Goalkeeper,38,82,81.0,8,27,42,9,71,0.55,0.0,6.8,0.0,0.03,0.03,CONMEBOL,A
Z. Steffen,Zack Steffen,USA,GK,Goalkeeper,30,75,74.0,9,9,52,15,58,0.95,0.0,3.8,0.0,0.02,0.02,CONCACAF,E
W. Szczęsny,Wojciech  Szczęsny,Poland,GK,Goalkeeper,35,86,77.0,12,14,47,11,48,0.72,0.0,3.8,0.0,0.01,0.01,UEFA,I
F. Rønnow,Frederik Rønnow,Denmark,GK,Goalkeeper,33,75,78.0,9,14,45,13,48,0.85,0.0,4.5,0.0,0.02,0.02,UEFA,B
M. Bizot,Marco Bizot,Netherlands,GK,Goalkeeper,34,75,81.0,15,13,47,12,47,0.85,0.0,6.0,0.0,0.02,0.02,UEFA,D
S. Bolat,Sinan Bolat,Turkey,GK,Goalkeeper,37,75,76.0,12,17,38,17,53,0.72,0.0,3.8,0.0,0.02,0.02,UEFA,K
D. Ward,Danny Ward,Wales,GK,Goalkeeper,32,73,75.0,11,7,44,19,38,0.85,0.0,3.2,0.0,0.01,0.01,UEFA,E
K. Nordfeldt,Kristoffer Nordfeldt,Sweden,GK,Goalkeeper,36,72,76.0,13,15,52,14,34,0.72,0.0,3.8,0.0,0.01,0.01,UEFA,L
E. Horvath,Ethan Horvath,USA,GK,Goalkeeper,30,71,74.0,17,11,49,16,50,0.95,0.0,3.8,0.0,0.01,0.01,CONCACAF,E
M. Crépeau,Maxime Crépeau,Canada,GK,Goalkeeper,31,66,70.0,17,7,39,15,44,0.95,0.0,3.2,0.0,0.01,0.01,CONCACAF,I
A. Davies,Adam Davies,Wales,GK,Goalkeeper,33,67,75.0,11,8,40,12,40,0.85,0.0,3.2,0.0,0.01,0.01,UEFA,E
M. Sayouba,Mandé Sayouba,Ivory Coast,GK,Goalkeeper,32,67,75.0,19,16,40,12,55,0.85,0.0,3.2,0.0,0.01,0.01,CAF,J
J. Contreras,José Contreras,Venezuela,GK,Goalkeeper,31,65,73.0,8,8,25,7,51,0.95,0.0,3.2,0.0,0.01,0.01,CONMEBOL,J
G. Akkan,Gökhan Akkan,Turkey,GK,Goalkeeper,31,67,76.0,15,13,48,15,34,0.95,0.0,3.8,0.0,0.01,0.01,UEFA,K
A. Cragno,Alessio Cragno,Italy,GK,Goalkeeper,31,78,83.0,12,15,37,13,42,0.95,0.0,6.0,0.0,0.02,0.02,UEFA,H
R. Olsen,Robin Olsen,Sweden,GK,Goalkeeper,36,78,76.0,11,13,40,11,55,0.72,0.0,3.8,0.0,0.02,0.02,UEFA,L
D. Ospina,David Ospina Ramírez,Colombia,GK,Goalkeeper,37,79,79.0,10,16,34,12,50,0.72,0.0,4.5,0.0,0.02,0.02,CONMEBOL,F
N. Pope,Nick Pope,England,GK,Goalkeeper,33,79,82.0,14,13,47,15,43,0.85,0.0,6.0,0.0,0.02,0.02,UEFA,E
J. Zoet,Jeroen Zoet,Netherlands,GK,Goalkeeper,35,80,81.0,12,11,45,15,57,0.72,0.0,6.0,0.0,0.03,0.03,UEFA,D
Gabri Prestão,Bernard Gabriel Prestão Chaves,Brazil,GK,Goalkeeper,34,79,81.0,9,5,62,18,60,0.85,0.0,6.8,0.0,0.02,0.02,CONMEBOL,A
F. Ondoa,Fabrice Ondoa,Cameroon,GK,Goalkeeper,30,70,75.0,18,12,56,16,30,0.95,0.0,3.2,0.0,0.01,0.01,CAF,C
A. Areola,Alphonse Areola,France,GK,Goalkeeper,33,81,84.0,19,17,52,12,45,0.85,0.0,6.8,0.0,0.03,0.03,UEFA,B
K. Johnsson,Karl-Johan Johnsson,Sweden,GK,Goalkeeper,36,73,76.0,13,16,49,16,49,0.72,0.0,3.8,0.0,0.01,0.01,UEFA,L
J. Lössl,Jonas Lössl,Denmark,GK,Goalkeeper,37,76,78.0,12,10,34,15,53,0.72,0.0,4.5,0.0,0.02,0.02,UEFA,B
L. Skorupski,Łukasz Skorupski,Poland,GK,Goalkeeper,34,76,77.0,11,13,51,18,32,0.85,0.0,3.8,0.0,0.01,0.01,UEFA,I
J. Cillessen,Jasper Cillessen,Netherlands,GK,Goalkeeper,36,82,81.0,10,11,50,12,60,0.72,0.0,6.0,0.0,0.03,0.03,UEFA,D
M. Ryan,Mathew Ryan,Australia,GK,Goalkeeper,33,80,73.0,11,10,52,13,68,0.85,0.0,3.2,0.0,0.02,0.02,AFC,H
A. Onana,André Onana,Cameroon,GK,Goalkeeper,29,80,75.0,12,11,62,26,62,0.95,0.0,3.2,0.0,0.01,0.01,CAF,C
Rui Patrício,Rui Pedro dos Santos Patrício,Portugal,GK,Goalkeeper,38,83,82.0,12,13,57,20,64,0.55,0.0,6.0,0.0,0.03,0.03,UEFA,G
J. Butland,Jack Butland,England,GK,Goalkeeper,32,80,82.0,16,16,55,21,40,0.85,0.0,6.0,0.0,0.02,0.02,UEFA,E
K. Casteels,Koen Casteels,Belgium,GK,Goalkeeper,33,83,85.0,15,15,46,14,42,0.85,0.0,6.8,0.0,0.02,0.02,UEFA,G
B. Leno,Bernd Leno,Germany,GK,Goalkeeper,34,83,85.0,9,7,52,16,54,0.85,0.0,6.8,0.0,0.03,0.03,UEFA,F
G. Donnarumma,Gianluigi Donnarumma,Italy,GK,Goalkeeper,27,83,83.0,12,14,54,28,50,1.0,0.0,6.0,0.0,0.02,0.02,UEFA,H
J. Pickford,Jordan Pickford,England,GK,Goalkeeper,32,83,82.0,19,18,44,14,68,0.85,0.0,6.0,0.0,0.03,0.03,UEFA,E
Y. Sommer,Yann Sommer,Switzerland,GK,Goalkeeper,37,84,77.0,13,15,54,15,58,0.72,0.0,4.5,0.0,0.02,0.02,UEFA,A
M. ter Stegen,Marc-André ter Stegen,Germany,GK,Goalkeeper,33,89,85.0,14,11,50,17,70,0.85,0.0,6.8,0.0,0.04,0.04,UEFA,F
T. Courtois,Thibaut Courtois,Belgium,GK,Goalkeeper,33,89,85.0,14,13,52,13,44,0.85,0.0,6.8,0.0,0.02,0.02,UEFA,G
De Gea,David De Gea Quintana,Spain,GK,Goalkeeper,35,91,85.0,13,12,58,18,68,0.72,0.0,6.8,0.0,0.04,0.04,UEFA,C
